"","sssdistrict","jssdistrict","ssslong","ssslat","jsslong","jsslat","distance"
"89.31","Sekyere West (Mampong)","Kintampo South",-1.18007683753967,7.19956493377686,-1.76331567764282,7.90123987197876,62.8700077967503
"89.32","Sekyere West (Mampong)","Asunafo South",-1.18007683753967,7.19956493377686,-2.57220482826233,6.63116884231567,103.417452298754
"89.33","Sekyere West (Mampong)","Kintampo North",-1.18007683753967,7.19956493377686,-1.54442632198334,8.37111854553223,84.7879215355389
"89.34","Sekyere West (Mampong)","Asunafo (Goaso)",-1.18007683753967,7.19956493377686,-2.68374562263489,6.80908823013306,106.751778031113
"89.35","Sekyere West (Mampong)","Asutifi (Kenyasi)",-1.18007683753967,7.19956493377686,-2.51506805419922,7.02809381484985,92.4145810390672
"89.36","Sekyere West (Mampong)","Atebubu",-1.18007683753967,7.19956493377686,-1.0652015209198,7.67559051513672,33.8562361414541
"89.37","Sekyere West (Mampong)","Berekum",-1.18007683753967,7.19956493377686,-2.63174390792847,7.50356483459473,101.751557166964
"89.38","Sekyere West (Mampong)","Dormaa (Dormaa Ahenkro)",-1.18007683753967,7.19956493377686,-2.75384044647217,7.22284889221191,108.008666352893
"89.39","Sekyere West (Mampong)","Jaman (Drobo)",-1.18007683753967,7.19956493377686,-2.7593035697937,7.68309593200684,113.306792340129
"89.40","Sekyere West (Mampong)","Kintampo",-1.18007683753967,7.19956493377686,-1.54442632198334,8.37111854553223,84.7879215355389
"89.41","Sekyere West (Mampong)","Nkoranza",-1.18007683753967,7.19956493377686,-1.51597356796265,7.66436910629272,39.5469651001297
"89.42","Sekyere West (Mampong)","Sene (Kwame Danso)",-1.18007683753967,7.19956493377686,-0.348857820034027,7.72152233123779,67.4522308110553
"89.43","Sekyere West (Mampong)","Sunyani",-1.18007683753967,7.19956493377686,-2.3274233341217,7.34467792510986,79.3506109674913
"89.44","Sekyere West (Mampong)","Tano North",-1.18007683753967,7.19956493377686,-2.17906522750854,7.17709350585938,68.5782896881344
"89.45","Sekyere West (Mampong)","Tano (Bechem)",-1.18007683753967,7.19956493377686,-2.02141523361206,7.18365907669067,57.7507850401713
"89.46","Sekyere West (Mampong)","Techiman",-1.18007683753967,7.19956493377686,-1.94484198093414,7.67761468887329,61.9836598973364
"89.47","Sekyere West (Mampong)","Wenchi",-1.18007683753967,7.19956493377686,-1.94484198093414,7.67761468887329,61.9836598973364
"89.48","Sekyere West (Mampong)","Assin South (Nsuaem Kyekyewere)",-1.18007683753967,7.19956493377686,-1.26436614990234,5.49579477310181,117.996003288437
"89.49","Sekyere West (Mampong)","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.18007683753967,7.19956493377686,-1.19708836078644,5.13000059127808,143.160702197582
"89.50","Sekyere West (Mampong)","Agona Swedru",-1.18007683753967,7.19956493377686,-0.755242526531219,5.61735343933105,113.28482357176
"89.51","Sekyere West (Mampong)","Ajumako/Enyan/Essiam (Ajumako)",-1.18007683753967,7.19956493377686,-1.00538456439972,5.40172481536865,124.940718926696
"89.52","Sekyere West (Mampong)","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.18007683753967,7.19956493377686,-1.01707422733307,5.63825035095215,108.580578649721
"89.53","Sekyere West (Mampong)","Assin North (Assin Fosu)",-1.18007683753967,7.19956493377686,-1.37461698055267,5.77799510955811,99.2400804916359
"89.54","Sekyere West (Mampong)","Awutu/Efutu/Senya (Winneba)",-1.18007683753967,7.19956493377686,-0.508638918399811,5.54489612579346,123.439545305589
"89.55","Sekyere West (Mampong)","Cape Coast Municipal",-1.18007683753967,7.19956493377686,-1.3065938949585,5.15365600585938,141.787765555848
"89.56","Sekyere West (Mampong)","Edina/Komenda/Eguafo",-1.18007683753967,7.19956493377686,-1.43741977214813,5.14079332351685,143.508717983633
"89.57","Sekyere West (Mampong)","Gomoa (Apam)",-1.18007683753967,7.19956493377686,-0.723635494709015,5.40456104278564,128.080876543847
"89.58","Sekyere West (Mampong)","Mfantsiman (Saltpond)",-1.18007683753967,7.19956493377686,-1.00645339488983,5.20152807235718,138.724763677742
"89.59","Sekyere West (Mampong)","Twifo Hemang (Twifo Praso)",-1.18007683753967,7.19956493377686,-1.55970335006714,5.57299947738647,115.508385981991
"89.60","Sekyere West (Mampong)","Upper Denkyira (Dunkwa-On-Offin)",-1.18007683753967,7.19956493377686,-1.86744821071625,5.957923412323,98.0453821742809
"89.61","Sekyere West (Mampong)","Akwapim North (Akropong)",-1.18007683753967,7.19956493377686,-0.166071146726608,5.97642612457275,109.657390258859
"89.62","Sekyere West (Mampong)","Akwapim South (Nsawam)",-1.18007683753967,7.19956493377686,-0.268249362707138,5.82600259780884,113.861759450557
"89.63","Sekyere West (Mampong)","Asuogyaman (Senchi Ferry)",-1.18007683753967,7.19956493377686,0.0883282497525215,6.1892294883728,111.770723606871
"89.64","Sekyere West (Mampong)","Birim North ( New Abirem)",-1.18007683753967,7.19956493377686,-1.02167463302612,6.22278738021851,68.4380260372599
"89.65","Sekyere West (Mampong)","Birim South (Akim Oda)",-1.18007683753967,7.19956493377686,-0.969164490699768,5.86416721343994,93.5052655139915
"89.66","Sekyere West (Mampong)","East Akim (Kibi)",-1.18007683753967,7.19956493377686,-0.454344213008881,6.17855787277222,86.4800282728738
